char1,char2,char3,freq
p,y,g,1505001
z,o,g,1504577
w,u,l,1503443
u,b,f,1502941
n,o,k,1501777
k,y,r,1501687
u,m,t,1500613
e,z,h,1498635
l,s,p,1497626
u,f,e,1496632
l,r,a,1492792
n,t,c,1492158
k,h,t,1488613
c,b,r,1486281
e,s,r,1485580
p,d,f,1484405
y,e,p,1479372
l,g,u,1478777
e,p,c,1478402
h,p,a,1477342
k,i,k,1477234
e,o,z,1476076
j,i,h,1475959
t,k,a,1474776
o,e,h,1471545
e,i,i,1470085
f,h,a,1469714
r,s,n,1468954
i,f,r,1467581
d,i,j,1466870
t,f,r,1465894
u,s,m,1465695
t,q,u,1464907
i,a,x,1464312
m,d,a,1463179
f,h,o,1459868
n,n,h,1457807
g,p,i,1454930
k,h,u,1454822
k,b,r,1453112
o,k,h,1452026
y,g,u,1450100
d,y,g,1450100
z,u,c,1449646
r,u,k,1448406
e,y,t,1448324
l,v,d,1448201
b,l,v,1448201
l,l,g,1446859
i,x,p,1445786
l,s,w,1443852
d,d,t,1442224
p,o,y,1441468
k,h,m,1441404
o,w,u,1440345
m,i,h,1436658
u,z,b,1436628
l,d,g,1436383
o,n,x,1434133
t,y,t,1433486
b,e,u,1433287
e,c,z,1432550
s,z,a,1429299
a,f,s,1428426
a,s,r,1427993
y,f,a,1423084
p,d,e,1422575
p,t,n,1422065
c,d,c,1419582
h,m,m,1419015
f,d,r,1417318
a,y,y,1415698
a,a,d,1413607
z,o,t,1410356
y,a,p,1408476
d,b,m,1407418
e,f,c,1407320
p,c,b,1406297
s,u,h,1404915
i,w,o,1401199
u,n,z,1401191
i,g,t,1400679
n,n,t,1399869
c,p,i,1399789
v,e,b,1399436
c,g,e,1399065
c,k,v,1396525
g,u,g,1395779
r,m,w,1394370
g,n,y,1393296
t,i,i,1392742
b,c,a,1391947
g,p,a,1391086
u,j,o,1389922
m,s,d,1388179
m,b,d,1387922
o,h,u,1386093
t,b,s,1385042
d,h,d,1383789
h,a,q,1382759
l,m,n,1381844
i,r,z,1381357
k,f,l,1379456
i,d,b,1378441
m,c,o,1377055
g,h,z,1374661
h,t,c,1374394
c,f,r,1373998
g,p,o,1373673
m,m,l,1372410
k,e,b,1371606
y,r,y,1366262
a,v,d,1364940
v,d,a,1364940
s,b,r,1363943
r,s,v,1361808
l,v,u,1361709
y,c,y,1360841
k,u,g,1358832
e,p,m,1358695
m,b,h,1356416
h,r,b,1353764
s,r,s,1353632
k,w,h,1352774
j,i,v,1352206
d,i,w,1348667
e,k,d,1348207
g,h,g,1347848
n,g,c,1347326
g,e,c,1345340
p,v,c,1341109
a,t,q,1340939
k,y,u,1337553
i,h,y,1333879
i,c,p,1333722
o,l,r,1332242
c,l,c,1330725
b,p,r,1330603
t,r,n,1330462
n,h,s,1329860
i,d,m,1328125
v,l,i,1327363
s,z,e,1324932
l,y,h,1324865
w,p,a,1324485
a,b,t,1323578
c,d,y,1323518
c,e,v,1322273
d,p,l,1319786
b,c,d,1313960
a,u,h,1313842
n,i,i,1313265
a,c,g,1310533
s,y,b,1308377
y,f,o,1306501
z,c,o,1306206
p,p,p,1302949
p,s,w,1301869
m,g,m,1301755
j,e,v,1299577
j,e,b,1296310
m,s,g,1294270
p,s,c,1291624
b,l,d,1291356
o,x,b,1287941
c,a,a,1286470
p,w,o,1279406
e,a,z,1278516
e,h,n,1277479
g,b,r,1275819
c,u,z,1273024
o,e,k,1271642
h,d,l,1271144
c,l,n,1269661
y,i,k,1269445
y,a,o,1267948
t,t,f,1266924
l,s,k,1266752
g,b,i,1265907
k,s,c,1265855
m,f,r,1265191
k,y,s,1262201
m,p,d,1261723
r,l,p,1256869
g,e,p,1256344
w,r,u,1255043
c,o,q,1251357
o,x,v,1248618
b,h,e,1247740
i,i,t,1247323
t,m,u,1247148
n,n,k,1246078
l,z,b,1244684
k,g,b,1244191
l,m,h,1241994
z,u,s,1241721
s,d,n,1241562
r,k,t,1238775
r,x,e,1238326
e,r,x,1238326
w,y,l,1237479
u,i,u,1237033
g,w,y,1235038
b,y,g,1233913
e,x,f,1232223
p,e,v,1231275
e,u,z,1229893
s,o,x,1229012
a,w,c,1228559
n,a,x,1227784
w,i,i,1227585
g,u,d,1226774
m,m,m,1225340
f,s,a,1224280
u,y,o,1223865
g,p,u,1223436
d,g,l,1223279
t,w,h,1223226
k,u,d,1221349
c,p,r,1216178
z,i,z,1216152
k,a,v,1214748
k,o,i,1214569
m,u,j,1212627
m,s,f,1212193
p,s,b,1211086
z,p,a,1210761
t,z,p,1210761
w,o,h,1208294
l,x,v,1206136
e,v,l,1205694
o,t,z,1200836
b,h,i,1200597
b,u,x,1198952
x,b,u,1197456
c,r,s,1197188
m,c,b,1195954
e,b,v,1195545
c,d,e,1195192
a,s,n,1194826
d,s,k,1192549
h,g,a,1192218
c,s,c,1191571
p,g,a,1190881
i,w,i,1190557
n,i,j,1185459
n,t,b,1185263
p,y,s,1184926
r,r,s,1184567
r,k,r,1183026
z,a,w,1182856
l,n,i,1181277
h,f,o,1178213
d,f,l,1177666
c,m,u,1177537
i,i,e,1177198
m,c,e,1176406
s,p,d,1173254
t,u,k,1173071
w,d,l,1172982
w,e,c,1171763
m,m,t,1167792
s,y,k,1167520
r,m,p,1167320
o,b,h,1164701
z,h,n,1164246
a,g,t,1163803
a,h,d,1162797
f,i,m,1162022
f,u,i,1161965
u,r,w,1161749
r,n,n,1160608
n,l,r,1160325
n,t,d,1159618
l,u,y,1158382
e,s,f,1157632
w,s,y,1153157
d,i,h,1152432
y,t,a,1152308
z,a,d,1148562
l,k,m,1148453
i,a,a,1147753
y,x,i,1146662
b,o,f,1146652
l,k,t,1146261
i,o,z,1145216
y,m,y,1144439
d,n,u,1142548
c,k,c,1140460
b,i,j,1138013
t,z,h,1137414
u,d,n,1135771
m,h,c,1135659
g,p,l,1134098
c,m,o,1129123
d,a,o,1128962
u,i,o,1128923
s,h,d,1123885
k,u,y,1120761
j,o,w,1119049
y,v,o,1118232
i,i,c,1117858
x,y,t,1117289
m,y,d,1117088
s,i,i,1116762
k,r,s,1116443
j,u,k,1114827
h,u,p,1112304
i,w,e,1110715
l,a,j,1106635
a,p,d,1103127
e,u,w,1101682
x,o,s,1100940
r,r,n,1100347
o,t,k,1100162
j,a,e,1099757
g,u,z,1098918
s,q,q,1095729
a,a,b,1094537
z,l,y,1093449
m,n,c,1092246
m,o,x,1091957
l,w,y,1089947
j,a,x,1088524
d,l,u,1085756
o,v,y,1084564
c,r,t,1083871
o,u,j,1083314
w,c,e,1082720
c,h,k,1081166
w,d,u,1079676
t,e,y,1078724
p,s,k,1076459
y,v,a,1076390
c,m,p,1073235
d,g,u,1072877
r,s,w,1072589
e,p,b,1070950
t,y,e,1070939
y,n,y,1070452
z,a,h,1069607
j,a,t,1069359
e,u,f,1068703
l,y,x,1065860
f,e,o,1063866
m,u,y,1062277
c,w,t,1062123
g,s,a,1061662
a,v,v,1061211
s,h,s,1060605
w,e,x,1058427
h,u,k,1058274
a,w,g,1058121
n,e,k,1056789
s,y,e,1055226
o,u,k,1055053
c,c,c,1055052
q,r,s,1054724
c,e,z,1052527
i,t,v,1052215
b,c,h,1051916
e,x,l,1049823
u,i,m,1047565
o,k,c,1047245
a,i,j,1047159
j,i,d,1045876
o,b,w,1045680
e,l,z,1045143
b,y,n,1043600
a,f,d,1041051
o,s,v,1040099
u,p,k,1039396
y,w,i,1038651
e,b,n,1038389
l,c,y,1037901
i,i,h,1037539
f,h,e,1036180
g,a,k,1036167
c,u,v,1035931
d,o,k,1034540
w,g,i,1032732
o,h,s,1032389
d,w,y,1031622
a,k,w,1030386
y,f,l,1030165
f,o,t,1029967
p,s,s,1029631
u,e,c,1025692
j,e,j,1022721
f,i,q,1021066
i,h,n,1020692
t,a,z,1018104
m,g,a,1017493
e,e,o,1015930
z,e,o,1015903
a,n,r,1015451
l,r,u,1015140
v,c,r,1014069
o,i,k,1013105
r,f,d,1011027
y,g,d,1009857
m,y,g,1009857
y,e,k,1009726
m,m,p,1009425
q,a,e,1008411
u,k,t,1007664
m,t,s,1007434
w,o,d,1006677
k,y,i,1003096
m,g,r,1002458
r,z,b,1002271
w,s,r,1000688
c,n,n,1000311
w,s,g,998076
c,c,d,996909
h,y,x,996149
v,o,x,993102
p,c,a,991427
w,d,n,991195
z,e,g,990276
m,v,i,990157
f,j,o,988579
t,n,f,986710
l,r,b,986580
h,s,e,986235
f,t,r,985703
g,m,b,982022
a,y,p,981254
l,s,r,980989
v,e,u,976370
y,l,s,975986
u,e,y,975694
f,d,c,975551
e,k,o,973933
z,l,o,973728
e,k,t,971646
u,z,o,971592
p,a,j,968074
p,a,a,967858
g,t,a,964963
a,b,m,963588
w,s,m,963263
d,f,e,962384
k,y,e,961672
c,f,c,960826
j,r,a,960802
h,s,p,959488
k,a,a,956446
m,b,y,955886
y,u,m,954462
g,h,m,954421
e,g,t,953608
d,s,b,953573
a,a,f,952303
s,g,t,951474
f,a,a,949191
m,h,a,948836
f,e,z,947238
c,d,u,947237
k,i,v,945949
h,l,u,944644
h,y,e,943073
t,s,f,942717
s,u,j,939007
y,n,b,937125
r,i,w,936393
a,t,b,934516
i,o,h,932542
t,z,t,932149
w,s,c,932136
u,m,d,931409
o,r,z,930044
i,o,o,929092
u,z,c,928443
h,l,b,925147
a,g,w,925125
m,y,n,924598
i,b,t,923409
v,v,y,922409
t,z,b,920614
i,z,m,919699
h,c,p,917508
l,u,h,917364
y,u,l,915608
o,y,t,915602
c,i,q,915537
l,t,p,915228
o,v,n,914062
t,i,w,913514
l,f,d,913244
a,z,q,913036
z,q,u,913036
a,j,r,912574
u,h,e,911260
l,f,p,910445
p,v,t,910201
m,k,i,909973
o,p,d,908532
m,l,u,907799
d,p,h,907567
t,o,h,906836
k,u,k,906062
b,m,u,905622
o,o,b,904472
a,a,p,903327
y,a,q,902201
v,l,e,901833
k,s,k,901740
e,e,u,900692
v,i,j,897691
q,u,m,894130
u,m,r,894130
n,p,s,893049
r,f,c,892912
m,n,y,891921
v,e,k,891541
n,c,c,890514
n,t,t,889941
h,o,x,889236
g,i,q,886910
w,t,e,886863
i,a,u,885986
u,a,h,885947
e,j,i,885941
s,m,t,884759
m,p,n,884496
k,j,a,883243
h,s,l,882937
d,j,i,881977
t,h,g,881104
a,e,p,880160
y,b,u,880073
e,m,g,880000
k,a,k,879810
y,e,g,878453
l,s,l,877830
u,j,u,877246
f,t,u,876672
f,r,g,875056
i,p,c,869692
y,v,i,869396
l,t,w,868974
w,e,f,868008
u,z,m,867634
e,o,a,867153
s,c,m,866462
f,u,d,865074
l,k,o,864565
i,j,k,863967
e,d,p,863595
e,z,y,863379
g,s,w,862801
k,s,w,861894
f,o,b,857265
l,y,v,856543
r,b,c,855132
k,c,l,854472
c,m,c,854039
i,a,f,853515
x,m,a,852268
n,g,g,852132
g,h,r,851752
e,i,h,851293
x,y,z,850358
d,m,s,848304
d,s,s,847884
j,n,a,847217
s,e,j,847017
k,o,g,845143
d,k,i,844270
m,i,y,843968
y,a,z,843191
c,b,c,842168
r,u,j,840490
a,a,k,840193
k,t,u,839773
k,t,r,839213
r,l,m,837831
r,k,d,835582
t,i,j,834062
t,v,o,833657
g,w,r,830806
y,i,t,830603
t,s,v,830428
m,e,q,829557
a,z,d,829420
e,w,g,828287
w,g,a,828287
r,v,u,827270
i,g,f,826434
w,f,l,826322
e,k,y,824547
c,p,m,824237
y,u,e,823939
p,o,h,821509
g,t,z,819272
i,u,t,819193
e,o,x,816878
c,e,g,816339
s,d,l,816043
o,g,t,814865
m,b,p,814514
o,u,z,813889
a,c,f,812979
f,d,e,812429
f,s,o,812340
a,u,q,812220
j,h,a,811484
t,v,e,811428
d,z,e,811252
g,g,p,810567
t,b,y,810078
i,k,t,809503
b,u,p,809417
m,m,h,808408
m,h,g,808408
s,n,c,808377
y,m,c,807142
s,r,c,806814
n,n,d,806527
n,r,c,805443
b,f,a,804861
w,o,s,804064
v,g,o,803451
o,v,g,803451
l,d,p,803337
g,a,f,801130
c,s,e,799508
r,r,m,799026
a,u,i,796000
n,f,t,795818
o,e,w,795628
f,o,v,795555
k,h,y,794628
u,d,p,793770
w,y,s,793511
c,d,a,793359
d,g,y,793170
p,l,s,792442
a,v,g,791080
z,a,e,790870
x,n,e,789893
o,k,w,789765
s,f,r,786780
k,a,e,786273
m,t,o,785921
y,o,i,784927
h,t,g,784454
u,p,f,784307
x,p,t,783914
r,i,h,783912
l,u,j,783624
y,y,a,783529
k,u,z,782274
o,a,o,781670
y,y,i,780897
i,m,h,780680
y,t,r,780038
m,d,r,779334
y,i,i,778691
w,o,p,778345
o,d,t,776207
a,p,c,775626
c,y,h,775582
b,v,r,774030
z,d,a,773916
i,u,n,773050
u,x,o,772320
q,o,s,772231
i,g,w,771658
l,t,k,769374
y,p,l,768718
w,n,c,767892
d,l,l,766110
r,l,h,764536
e,x,x,764505
x,x,o,764505
i,f,n,764411
y,d,s,762674
y,e,y,759015
t,h,k,757565
i,h,m,757039
v,i,f,757002
k,m,t,756633
v,n,a,755448
m,c,r,753186
z,i,u,752705
b,c,s,750425
z,o,v,748301
w,f,a,748063
y,o,v,747466
p,e,j,746617
x,i,r,746144
u,z,i,745997
d,c,r,745301
o,i,b,744417
h,u,j,744284
m,s,u,743624
c,m,v,741250
p,u,y,740075
b,f,o,739719
t,z,v,738842
j,i,k,738008
d,u,h,737102
t,n,c,737052
d,h,c,736870
i,z,v,736780
f,u,h,736774
a,d,z,735838
a,e,z,733311
c,t,y,733051
r,f,f,732704
e,p,n,731515
o,d,v,731200
i,y,e,730802
p,c,c,730351
z,n,i,730244
d,u,q,730054
c,a,x,729481
y,t,u,729041
e,k,m,727437
p,s,p,726861
f,s,u,726615
g,b,e,725632
b,y,w,724863
m,l,l,724749
v,p,n,722473
k,v,a,721894
y,l,k,721477
e,k,b,721440
s,n,r,721423
b,y,v,721226
c,b,m,720750
y,c,r,720237
f,a,z,719188
f,f,t,719106
a,i,o,719029
d,t,r,718917
t,u,y,716755
n,g,p,716651
c,s,a,715667
y,h,w,715636
g,z,h,714816
v,e,j,714648
v,a,x,714287
n,c,z,714063
k,i,f,714005
r,z,l,713637
y,u,b,713355
p,h,p,710388
b,o,z,710284
p,r,s,709716
s,y,g,708975
r,d,f,708914
t,d,s,708892
w,n,g,704825
m,t,p,704200
g,s,u,703604
k,m,o,703141
i,t,g,702725
i,c,d,702076
u,g,d,701291
n,d,q,701223
c,c,t,700201
i,m,c,700095
o,g,w,699265
s,h,g,699192
u,l,h,697216
v,a,y,696565
z,h,i,694431
b,e,x,694150
e,t,d,693289
t,l,c,692960
g,a,h,691400
q,b,a,690386
i,q,b,690386
y,e,v,690385
g,t,p,690252
j,i,e,690107
n,r,s,689869
q,i,s,687873
h,c,g,686005
f,c,s,684479
p,m,s,683696
k,r,y,682708
p,c,m,682405
t,m,s,681252
p,y,n,680656
h,s,v,680459
v,y,g,679975
u,m,g,678739
c,n,r,678476
e,x,n,678196
o,s,f,676486
p,y,m,676446
w,u,p,674875
m,c,t,673289
b,e,b,672843
g,r,s,671801
a,s,z,671613
g,g,u,670905
u,y,u,670165
k,o,z,669995
z,r,o,669737
t,z,r,669737
a,t,g,669368
c,d,r,668617
o,w,k,668357
m,a,q,666661
p,o,f,666628
c,b,a,666106
d,b,c,665806
e,d,k,664962
f,p,e,664613
r,p,c,664463
f,t,b,663758
n,p,v,663612
g,o,x,663595
v,u,r,662415
g,m,y,661753
h,e,j,661725
v,e,p,661324
s,p,c,660014
t,t,n,659695
c,r,m,659629
z,v,e,658598
g,m,p,658320
k,m,s,657811
y,n,u,657622
w,y,m,656298
e,m,k,656239
t,u,x,655815
a,t,d,655790
d,c,e,654919
o,x,u,654015
b,i,i,654006
p,o,z,653200
g,m,t,652886
m,g,o,650203
h,n,q,650151
j,m,e,649620
c,m,d,648991
x,o,l,648087
n,a,j,646989
p,c,p,646594
q,a,t,646513
t,c,i,645424
v,l,s,645024
i,c,m,644481
o,c,d,643806
u,o,k,642805
u,f,r,642370
x,e,i,641871
c,f,s,640264
b,m,w,640102
j,i,i,639782
m,f,l,639709
f,p,a,638439
b,j,p,638064
w,y,t,637676
v,y,a,636655
y,d,g,636391
s,i,h,636368
n,r,h,635933
t,e,j,635778
j,s,p,634453
w,w,i,633474
y,s,q,632864
y,a,u,632709
a,x,m,632552
h,k,o,632290
j,o,z,631315
f,f,h,631255
u,x,a,631035
p,t,f,629712
y,t,w,628754
t,i,y,628685
o,d,z,628557
c,d,m,627913
j,f,k,627909
s,n,m,627686
a,p,g,627578
o,x,c,627084
h,u,o,626855
g,s,m,626210
i,b,w,626117
m,r,p,625779
g,c,l,625642
a,a,g,622901
e,g,b,621516
c,l,r,619977
t,y,o,618316
f,r,c,617192
d,u,x,616362
t,c,e,616286
c,v,d,616075
r,v,l,616011
a,y,k,615829
y,k,h,615829
r,g,b,615133
c,a,q,614928
k,i,w,614237
r,j,a,614196
a,k,p,613346
n,p,c,610717
v,a,z,610061
s,c,c,609991
i,j,h,609795
j,h,o,609795
o,a,a,609687
j,o,p,608581
c,n,u,607767
o,f,n,606587
o,k,r,606411
o,s,d,603482
g,h,y,603233
s,y,a,602816
i,d,f,602631
w,n,b,601571
j,e,z,601094
a,a,v,601081
u,y,g,600981
p,p,b,600369
o,p,w,600189
s,u,u,599685
j,t,h,599669
l,c,d,599631
y,g,y,599344
m,k,e,599197
u,d,b,597963
f,s,r,597330
p,d,i,597229
b,r,d,596669
f,r,s,596272
c,p,p,595337
l,n,o,594945
m,u,o,594444
n,y,p,594252
s,g,s,593268
d,p,r,592891
x,a,d,592021
e,i,x,591981
m,s,m,590993
z,v,a,590916
w,o,c,589384
k,g,s,589032
i,j,n,588660
i,r,h,588454
h,i,q,588034
t,q,m,587878
i,c,b,587820
n,z,w,587647
u,s,z,587596
g,s,p,587290
c,p,c,587173
j,e,k,587034
c,l,s,586729
s,p,f,586652
v,y,w,584598
u,y,v,584420
x,o,c,583985
l,j,u,583643
n,p,h,582933
h,e,h,581588
n,l,v,581365
s,m,c,581086
y,l,p,579826
m,i,j,579704
y,c,u,579328
p,w,e,579104
u,i,k,578834
k,f,e,578484
a,g,c,578214
c,b,d,577798
k,o,y,577744
k,j,v,577361
g,z,e,576783
i,p,f,575620
k,p,e,575175
g,i,i,573218
w,s,s,573143
n,h,c,572596
i,k,r,571894
e,o,k,570809
c,p,l,570798
g,d,i,570472
l,w,r,570366
r,i,r,569015
f,m,e,567117
c,p,t,566185
a,j,j,565467
n,f,f,565234
c,f,t,564814
w,i,k,564460
w,l,b,564100
j,o,f,563999
d,l,c,563552
m,t,v,563481
a,u,a,562702
f,e,k,562578
s,y,i,562567
b,c,c,562231
e,f,d,560881
l,k,b,560346
f,g,o,560139
q,u,u,559937
r,k,g,559865
p,e,q,559044
f,s,k,558709
l,n,f,558683
n,m,p,558531
y,a,y,557931
e,c,m,557635
k,u,i,557427
o,k,f,555863
o,s,z,555750
q,i,a,555439
t,z,w,555301
h,o,z,554865
h,v,e,554731
e,v,d,553821
v,y,n,553594
w,m,o,552528
m,y,x,552498
r,m,b,552258
s,f,s,552103
k,s,l,551996
c,u,y,551039
a,u,j,549887
i,a,w,549880
p,t,m,549371
i,y,o,549074
i,f,c,547772
h,c,i,547771
q,a,d,547401
h,w,y,546981
r,s,z,546974
c,r,p,546710
i,d,c,546358
d,h,s,546297
e,c,j,545447
o,m,c,545258
a,f,p,545211
w,n,d,545199
n,u,j,545101
k,m,u,544111
m,r,e,543885
n,z,b,543868
w,l,t,543564
h,v,a,542601
h,h,s,542402
g,c,h,541272
z,n,e,539883
u,z,n,539883
o,x,h,539368
u,z,y,539329
u,k,k,536454
z,u,g,535961
c,y,o,535801
r,c,m,534843
a,j,n,533687
r,g,n,533470
d,t,o,531228
p,s,l,530593
g,n,r,530097
u,d,c,529444
g,r,m,528699
u,d,f,528649
p,d,s,527847
h,b,s,527809
c,k,j,526753
c,g,a,526125
j,p,e,525916
i,u,e,525447
g,h,q,524381
y,u,p,523663
m,y,k,523072
g,o,k,522982
k,u,f,522823
u,o,q,522022
r,c,p,522006
k,d,e,520941
c,h,p,520683
s,a,z,520218
d,i,q,520028
a,z,r,519983
g,t,u,519969
a,o,d,519961
o,t,f,518569
h,p,v,517782
w,l,o,516640
a,o,k,516315
j,h,e,516224
x,y,r,516006
i,a,k,515974
o,l,q,515436
b,f,i,515409
t,a,q,515094
h,f,e,514972
y,o,o,514874
b,c,g,514458
m,w,i,514029
y,p,u,513593
b,n,t,512034
n,y,c,511824
i,v,f,511614
p,t,t,510261
c,s,p,509502
f,c,p,509184
o,i,f,508718
g,e,u,508683
u,u,n,507619
t,y,b,506863
y,s,r,505799
f,m,s,505682
d,y,w,504595
t,g,f,504366
z,a,v,504006
m,b,f,503024
c,y,g,503014
h,b,v,502925
b,l,s,502813
n,z,u,502212
w,f,i,501678
a,f,m,501342
e,y,g,501279
l,i,w,500621
m,c,q,500346
k,o,a,499606
x,h,u,499604
n,m,d,499560
t,u,u,499447
c,n,c,499074
y,l,m,499065
k,b,p,498870
r,j,i,498074
m,c,v,497777
a,f,c,497401
k,o,j,494742
k,t,e,494469
r,s,q,494265
c,b,t,493832
p,d,p,493670
p,s,d,493236
p,f,c,491622
x,s,l,491554
s,n,p,490559
o,u,w,489264
n,p,t,489149
m,l,n,489066
y,g,l,488770
c,s,m,488040
a,e,b,487991
m,d,s,487339
c,c,s,486964
p,m,l,485366
c,d,i,485330
i,m,k,485024
r,y,z,484596
j,p,n,484274
t,e,q,483756
w,s,d,483160
s,m,r,482744
p,d,o,482427
i,c,z,482421
p,n,i,482363
r,z,y,481062
g,y,z,481037
y,r,g,481037
d,a,q,480617
t,n,t,480407
z,o,h,480283
h,r,d,479708
t,d,i,479610
g,u,f,478998
f,l,p,478542
a,s,f,478481
o,z,l,478285
f,l,g,477708
f,e,p,477703
z,e,z,476813
j,y,a,476583
a,j,y,476583
m,c,w,476461
e,j,b,476255
m,c,s,475890
g,r,p,474111
i,k,l,472450
j,e,p,472030
a,m,k,471674
w,p,i,471474
m,o,j,471441
n,k,w,471390
c,v,s,471209
c,c,y,470845
l,b,j,470524
p,r,k,469986
v,o,b,469425
r,s,r,469124
m,p,c,468840
n,f,s,468820
x,a,r,468673
k,f,r,468375
g,o,z,465358
y,s,k,465294
d,t,l,464580
j,c,s,462819
o,g,b,462414
i,e,j,462198
p,f,r,462180
p,u,j,462175
v,c,h,460814
y,a,e,460541
x,y,p,460192
x,i,u,459744
m,b,b,459486
n,u,k,459406
c,s,r,459357
t,l,s,459278
c,b,i,458544
q,a,s,458130
i,c,j,457853
d,u,u,456641
m,t,r,456417
e,m,c,456118
m,n,u,456003
t,d,m,455927
n,h,l,455467
z,c,a,455127
d,t,s,454997
p,c,t,454384
f,o,p,454009
f,y,o,453976
m,f,a,453613
w,u,z,453292
e,d,v,453270
f,f,d,453028
v,n,t,452490
e,c,b,452403
e,m,t,452159
v,p,o,451384
t,z,l,451129
m,n,d,451101
u,k,s,450709
j,o,o,450267
j,i,s,450202
i,r,q,450011
t,z,o,449668
p,n,g,449667
z,y,l,449362
v,t,h,448567
y,k,o,448119
m,t,d,447652
o,h,d,447191
c,m,l,446790
v,b,a,444970
g,v,e,444651
v,d,s,444642
s,s,k,443864
y,n,m,443495
y,t,l,443149
i,b,d,442706
p,o,b,442381
t,l,v,441435
p,f,l,440849
c,b,f,440784
z,y,i,439822
b,i,w,439709
c,h,g,438904
l,p,m,438395
m,u,b,438268
u,m,w,438260
g,c,s,438013
m,s,w,437700
f,t,m,437328
v,h,d,437220
j,a,q,437186
x,o,m,436681
u,f,g,436573
l,p,u,436078
b,v,o,435794
z,n,a,435445
z,u,o,435210
z,o,b,434449
p,d,r,433875
y,l,t,433461
p,n,p,433368
u,s,r,432807
a,p,w,432768
i,p,k,432736
u,x,b,431888
h,y,i,431626
t,s,s,431525
l,n,g,431276
l,v,y,430606
r,z,i,430167
b,s,h,427732
k,y,d,427676
f,e,x,427590
a,f,b,427126
v,o,v,427000
a,d,k,426436
t,v,s,426316
f,e,f,425951
y,r,c,425349
z,i,j,425160
p,c,h,425069
h,o,j,423605
p,m,u,423426
b,g,e,423419
b,p,l,422314
h,r,t,422276
l,c,s,421355
k,c,o,421267
b,l,m,421217
l,c,l,421201
j,o,m,420359
p,k,a,420241
g,e,z,420092
k,e,c,419811
a,s,v,419351
c,c,f,418925
o,c,n,417822
n,y,x,417088
i,e,i,417061
m,t,a,416982
f,n,a,416343
l,z,n,416144
o,a,z,415801
h,n,y,415696
e,c,q,415497
t,k,y,414948
t,t,k,414948
s,h,p,414364
y,k,i,414216
w,y,k,414111
o,z,n,414067
c,v,i,413221
a,l,j,413085
v,o,e,412931
v,h,f,412815
f,o,k,412769
b,e,p,412366
j,p,a,411971
n,b,s,411583
s,k,v,410709
m,d,i,410496
u,k,y,409657
d,r,g,409561
j,i,w,409313
c,r,f,408302
v,h,s,408030
m,m,c,407934
k,u,e,407918
m,e,j,407867
s,z,l,407851
w,n,u,407461
r,p,y,406977
a,h,t,406825
v,n,d,405933
t,z,k,404049
b,i,x,403444
k,y,w,403443
f,b,a,403035
n,k,v,402456
k,v,d,402456
k,g,u,401844
s,j,i,401577
a,s,j,401577
d,t,v,401127
g,y,o,400431
o,x,l,400352
l,y,f,399886
p,m,m,399751
w,e,m,399361
j,k,s,399197
w,a,w,399042
y,i,m,398606
i,w,w,397081
b,c,r,397056
b,m,d,396957
p,p,t,396955
i,u,c,396601
u,c,n,396601
i,j,e,396450
n,k,c,396152
i,e,y,395409
g,s,g,395189
n,s,j,394975
p,r,p,394947
g,t,s,394539
c,i,x,394445
t,d,r,393894
y,k,s,393478
b,z,w,392936
s,l,t,392625
k,u,c,391096
t,c,d,388960
m,m,r,388339
s,h,h,388147
a,u,u,387979
p,a,f,387594
h,s,s,387403
h,r,k,387198
h,c,v,386586
t,r,s,386386
v,l,l,386280
n,f,p,386050
o,i,v,385975
g,l,c,385629
p,y,h,385093
a,x,s,384938
y,q,u,384882
n,y,q,384882
d,t,p,384516
p,b,a,383889
z,w,a,383685
n,g,x,383424
g,x,i,383424
w,u,h,382036
t,r,p,381544
f,a,q,380854
r,n,k,380538
u,x,h,380234
y,k,n,379000
o,k,t,378393
u,h,f,378330
g,f,l,378258
t,g,i,377957
t,t,w,377906
o,z,c,377763
z,k,o,377545
d,d,m,377167
i,c,f,376757
s,d,p,376646
n,z,h,376491
k,s,s,376094
u,u,s,375388
x,a,e,375213
l,j,a,374677
b,l,j,374677
g,c,c,373004
b,r,z,372695
o,c,p,371992
m,l,r,371736
d,c,c,371709
c,s,u,371664
b,m,p,371250
d,f,t,371095
j,l,i,370034
a,j,l,370034
x,b,r,369942
a,g,b,369657
z,h,d,369538
h,y,u,369485
p,r,l,369458
c,p,o,369428
r,n,c,368787
s,r,h,368778
p,l,l,368408
g,h,k,368024
d,t,d,367989
o,m,k,367907
p,s,m,367588
p,c,f,367022
k,a,j,366808
d,h,p,366454
k,s,d,366182
p,s,f,366030
e,p,d,365076
c,p,d,363530
m,s,n,363510
u,k,d,363502
f,p,s,363146
t,h,v,363096
y,g,n,361405
d,p,s,361058
y,o,w,361005
y,a,j,360380
f,s,c,359945
h,m,g,359185
i,h,l,358744
v,s,e,358660
o,x,s,358627
i,i,g,358604
b,p,d,358023
m,r,c,357423
c,y,i,356745
c,g,t,356548
z,o,y,356502
e,y,k,356490
y,k,j,356490
s,c,f,356227
t,r,h,356071
y,w,c,355947
v,g,l,355884
z,f,e,355595
o,a,i,355480
p,p,d,355251
g,s,r,354967
o,v,l,354772
k,s,u,354691
i,m,t,354230
f,m,l,354106
s,f,c,353347
i,j,m,353299
w,t,s,353258
o,i,o,353197
